userName,content,score
Lugi Hidayatullah,layanan sangat cepat bagus,5
ILYAS,Kalo di kelola pemerintahan banyak masalah,1
Ariful Fuadhi,"sdh punya aplikasi sulit minta log in terus berulang , Paket ada pu;sa ada..mau daftar ribet..minta pasword lagi surah ualng lagu tunggu lagi 39 ,50 10 second capek deh'",2
Siska Rohmatillah,"sangat membantu dngn ada nya apl ini kebutuhan bisa di selesaikan , semoga kdpannya lebih baik lagi",5
Hilda Nuraeni,bagus,5
Hamim Serang,bagus sangat membantu sekali terimakasih JKN,5
Samsung08 Agus15,ssah ud isi data dngan bnr ttap aj gx bsa msuk,1
Farida Yuliana,"Setelah di-update ke versi terbaru bukannya jadi semakin bagus, malah jadi semakin jelek haduhh",3
supri anto,aplikasi sangat bagus,5
Fadillah Assyifa,"sinyal bagus paket ad kartu ga masuk masa tenggang kode otp ga masuk"" terus pas mau masuk akun ad yg salah tpi malah di kasih taunya ""KODE NIK ATAU PASWORD ANDA SALAH"" harusnya kasih tau bagian mana yg salah minus banget apk ini bisa buat apk gasi?!?",1
Panji Rahmat,ribet susah masuknya,1
Ro Kim,APl bobrokk,5
Tutus Nurtomo,good,5
Ryan nugi,alussss,5
Daffa Argani,sangat membantu,5
Chaline angeline agustina,aplikasi jelek banget buat verifikasi no tetap tulisannya ( permintaan anda belum dapat diproses) trs trsan seperti itu katanya sistem lagi sibuk di coba lagi besoknya masih tetap ga bisa gimana dong min solusinya,1
Jose Cell,alhamdulillah. terimakasih untuk kemudahan dari bpjs,5
Ngadiyono Ngadiyono,aplikasi ga bisa buat verifikasi nomor gimana dong min solusinya benerin aplikasi nya sistem eror trs,1
S C,"ribet, daftar berkali"" sms ga masuk"" tolong perbaiki lah, cm mau kontrol aja susahnya",1
Juni Wulandari,Tolong berikan Pelayanan Maksimal kepada seluruh Peserta tanpa membeda-bedakan.,5
Yudi Hidayat,aplikasi susah dimengerti,5
Anggi Rizki Pratama,aplikasi sangat membantu,5
Sakay Jeje,ga jelas surat rujukan masih aktif bilang perpanjangan surat rujukan bkin susah orang in aplikasi,1
Nuha Asmadi,mudah sangat mudah,5
BERLIANA SITORUS,bagus oke,5
Sahroni Crs,baguss dan membatu,5
Riyan Maulana,"lama tidak ada verifikasi padahal sudah masukin nomor dengan bener,ini mah sistemnya kerjaan nya pada tidak benar",1
Muhammad Romli,kok tidak bisa daftar antrean? dengan alasan username salah ????,5
remember me,"sy kasih bintang 5,tolong perbaiki sistemnya lagi...untuk ke dokter spesialis sekarang menjadi ga bisa seperti dulu..cukup memakai dokter yg ada di ruangan hd...dan obat2an juga dibatasi, biasanya itu sebagai fasilitas untuk pasien...sy sudah menaikan tingkat juga,tolong diperbaiki...apalagi untuk orng yg ke IGD jangan dipersulit",5
Dedi Aris,bagus,5
Irma Aprilia,no telepon saya ada yg pakai padahal belom pernah daftar,1
Ibnu Kibuyut,sangat ribet nungu kode Verifikasi nya sangat lama,3
Ririn F,"percuma ada jkn ga bisa login susah udah sesuai isi data NIK, PASWRD , & CAPTOHA tapi ga bisa ada aja yg salah ini lah, itu lah udah berulang-ulang lagian kenapa jd di logout sih",1
Ninik Affriliea,mantap,5
Gangsar Ardianto,keren,5
Malingping Banten,"mau screenshot aja ga bisa, udah serba digital juga tetep aja rs pengen kartunya dicetak ampun",1
Reskita Ramadhani,"kenapa sih otp harus dikirim lewat sms? kode otp ga muncul"" yang adanya mempersulit. saran untuk kode otp lebih baik dikirim lewat email atau whatsapp. lalu waktu foto sering banget wajah tidak terdeteksi, padahal saya udh ganti posisi berkali-kali. dan kalo buat aplikasi tolong jangan bikin pengguna kesulitan!",1
Lilis,mantab,5
Syafa Azhar,SANGAT MEMPERSULITTTTTT. ORG LAGI SAKIT GBSA BEROBAT GARAGRA GBISA BUKA INI.,1
Muhammad Yusuf,sangat membantu,5
Rostaria Situmorang,bagus,5
Nur Komariah,baguss,5
Riana Rahma Dewi,good,5
Agir Yana,"apakah sedang gangguan ?? soalnya saya mau login dari tadi gabisa terus, bagaimana ya ??",3
Abdul Gopur,mantap.,5
sang eka,"bagus banget, semuanya jd lebih praktis",5
Muh. Faiq Rian Dani,aplikasi dengan sistem tertolol yang pernah saya download.,1
Rifa Lutfiyah,sangat membantu,5
Eka Riska,bagus,5
Orintan Sembiring II,"awalnya bgus, pas mau msuk Lgi dibilang sandi dan nik salah pd hal datanya memang itu yg bener, tpi GK bisa jga msuk, knp y",1
Hari Susanto,gak bisa kebuka2 siaalll,2
BAIM PRANATA,"tolong benarkan sistem aplikasi nya, ini jujur agak rumit, masak loading terus pas mau gunakan layanannya",1
Ken Bkl,memudahkan,5
Vivin Wahdini,terimakasih,3
Abel Ina,bagus,5
Yusuf Habiebie,ni apk kenapa yak susah bener mau masuk akun alasan lagi sibuk,1
Djacka Artub,Aplikasi milik pemerintah tapi kok serendahan ini. Mau daftar aja nunggu kode otp sampai sebulan gak dikirim kodenya.,1
Muhammad Sahri,mau daftar aja susah aplikasi apa.an coba donwload biar gampang sekali nya tambah susah,1
iky pio,Logout teroooos,1
Handika Azandani,aplikasi aneh,1
Reyhan 8i,"kode otp nomor hp tidak dikirim otp, apk tidak berguna",1
Den Jaya,"nungguin otp udh hampir sejam blm dikirim""",1
Firdaus Alim,"tolong perbaiki bagian pendaftaran khusus nya verivikasi nomer telepon... saya sudah beberapa kali tidak mendapatkan kode verifikasi... apalagi harus wajib memakai aplikasi tersebut, tolong jangan dipersulit...",1
Amrizal Addi,gak jelas aplikasinya. gak bisa login lebih dari 3 akun,1
Herlan,"tidak bisa nerima otp trus, ribet",1
7family broo,mantep,5
Alif Wijaya (Channel gaming),"aplikasi susahnya minyta ampun mau registrasi aja di persulit, giliran soal duit aja cepet, klok gak niat bikin jasa pelayanan mending gak usah bikin",1
Meo Semelehoy,"parah udah foto belasan kali gagal terus. tidak dipermudah ini namanya, masa pasien ngos2an disuruh foto dikantor bpjs. parah banget",1
Sandy,"mau masuk saya lupa password. mau reset lewat sms otp tapi ga masuk2. entah udah berapa puluh kali saya coba dan saya tunggu, ga ada satupun kode otp yg masuk lewat sms. ini aplikasi apa sih sebenernya? tolong solusinya!",2
Diandra Fadli,sering nglag susah dibuka,4
Adem,semoga selalu dipermudah,5
Batamjodog Aja,sangat mudah,5
Glagah Putih,"Saya mencoba melakukan penambahan peserta, namun selalu gagal. Ada notif NIK kosong atau format NIK tidak sesuai. Padahal NIK terisi otomatis dan saya tidak bisa merubahnya. Bagaimana cara mengatasinya?",3
Arman Gikenfa,sangat membantu. terimKaasih 🙏🙏,5
Hasmar,"ngga bisa kirim OTP melalui SMS, harap di perbaiki.",1
Dadangkurniawanchannel,sangat bermanfaat dan membantu sekalii.,5
Priyo MU,Lucu ini aplikasi di buka gak bisa. Padahal konpatibel alias berfungsi di berangkat. Padahal buka IG dan aplikasi lain bisa. Aneh saja,4
Adrianus Karno,gak capek nunggu antri daftar,5
Dudin Tajwid wangsa,beruna,5
Baihaki Ahmad,susah banget dapetin otp nya gangguan terussss,1
Fikri Doank,aplikasi apa ini bayar tiap bulan .ingin daftar selalu dipersulit. untuk BPJS jngn dipersulit kami bayar bukan gratisan..jngn coba coba aplikasi ini sungguh tidak memuaskan,1
Dede Suherman,aplikasi mudah d gunakan dan sangat membantu trmksh,5
Poin Foam Sintetis Leather,sangat puas,5
Sabar Alfi,bagus,5
Irawati Lana,sangat bgus,5
diki kurniawan,"Aplikasi sampah, buat apa dibuat kalau menyusahkan pengguna!! Depelovernya kurang duitkah. ini aplikasi semakin hari semakin menyusahkan. login aja susah banget, permintaan anda belum bisa diproses dari bulan kemarin setelah update.",1
ahmad ansori,bagus,5
Vera Wati,aplikasi yg bermanfaat😆😆😆,5
Carmad Indramayu,"bagus, hanya saja terbatas pada 3 akun.",5
Liana Sari,mempermudah,5
Masrudin Masrudin,"mau berobat jd mudah ga perlu antri. tinggal online aja, aplikasi yg mempermudah. terima kasih JKN",5
Risky Mardian,"membantu, dan mempermudah",5
Arka Raditya,bagus,5
Asari Ahmad,cacatttttttttt,1
erlin rosyita,Kok tidak bisa login??,1
Fahrul Setiawan,"aplikasi tolol,udah masukin nomer hp yng bener tapi OTP gak masuk masuk",1
Jonny Naibaho,mau mendaftarkan pemeriksaan rutin ke Poli Jantung Rs.Harapan Kita kpd Dr.Suco,5
Madin Manggili,mga dpat membantu,5
ahmad joefri,membantu sekali,5
Andi Suwandi,sangat membantu dan mudah dipakai sehat selalu,5
Mama Rio,mudah,5
Megi Permana,good,5
Hadi juniarno,sebenarnya mau bikin aplikasi apa mau menyulitkan pasien kalo nggak bisa nyari yang bisa jangan bikin aplikasi nggak jelas buat layanan masyarakat menyusahkan saja sesuatu yang sudah mudah malah dipersulit jangan bikin aturan yang menyulitkan terus kami sudah muak dengan aturan,5
Akhmad Sutomo Pahlawan,sukahi,5
Kelingking Kecil,aplikasi busuk. mempersulit pasien,1
Johny Hermawan,Alhamdulillah berasa banget keuntungan yg di dapat dari bpjs kesehatan nya.,5
Nur Intan,susah bnget cuma mau dapatin kode otp kalo cuma 1 2x msih di maklumi ini udah semingguan daftar gk bisa2 krna sllu trkendala di kode otpnya,1
Nurhikma Mutiara,"kenapa sih klo mau periksa harus daftar di sini dlu, kasian orgtua atau lansia yg gaptek yg apa2 serba online. ke rs diwaktu gak ramai saja bakalan nunggu lama cmn karna gak bisa2 daftar akun jkn nya. otp pesannya juga udah lama banget coba trus buat daftar tetap gak kekirim. Hapus aja deh aturan kayak gini bikin ribet",1
Abil RintaX,"Aplikasi ribet mau di akses malah internet anda tdk bagus pada hal jaringan bagus banget,...hadeeeeee🤦‍♂️🤦‍♂️🤦‍♂️👎",1
Pebri Ansyah,ok,5
Lanlan Maulana,kocakk,1
Muhamad Munajat,@Mobile JKN ga jelasss jir... gimana si min. jadi berbelit belit mempersulit kek gini. mana harus nunggu 3 bulan lagi.. parahhhh. kasian istri saya mau melahirkan. mau pindah paskes. peripikasi gagal terus. mana kameranya ngecapruk.. gimana ini..,1
Jumriani,aplikasi paling susah login,1
Indra Bimo,aplikasi jelek,1
Nengsih Setiaasih,saya masih belajar pake aplikasi ini,5
Deni Cagur,cukup membantu untuk melihat jadwal kapan datang lagi k dokter,5
Ayuning Tiyas,aplikasi bagus dan sangat membantu,5
cocking07 King07,di tingkat lagi untuk keamanan aplikasi ny,5
Sri Astuti,pelayanan baik,5
Agus Purwanto,OK,5
MANG Denezath,sangat membantu,4
Deviana Oktadianingsih,Kenapa ga bisa buka menu kartu JKN nya?,5
Enan Hananah,"kenapa jd ribet gini. hp ibu saya ini ga di root, malah dianggap di root, jd ga bisa masuk ke aplikasi. tolong segera diperbaiki, makin kesini itu harusnya lebih baik, bukannya makin jelek",2
alfred boniyanto mantiaha,udah ada peningkatan,5
Konan Kalsa,bagus,5
Dani Pratama,apk pekok,5
Sutami Mks,TELACO sangat ribet,1
phen 09,apk susah bikin emosi orang aja,1
Dind Riyan,"Saya mau bantu adik saya kontrol, ada surat kontrol, ada surat rujukan, mendaftar di jam 23:43 .. saya sudah lakuin semua yg di suruh tapi apa? tidak ada jam buka di situ bertulisan antrian sudah di tutup di semua tanggal. di semua tanggal loh dan di semua bulan. tolong kenapa harus di persulit begini mau berobat? apa ini cara kalian mempermainkan orang yg sedang sakit? apa kalian senang?",1
Ega,apaan dh kga bisa verifikasi wajah,1
Agus Munandar,kenapa gak bisa di buka lagi aplikasinya notif nya karna alasan keamanan aplikasi tidak bisa di operasikan di perangkat yang di lakukan root padahal gak pernah root hp tolong lah pemerintah jangan duit nya aja yg di ambil aplikasi nya juga di benerin,2
BAMBANG setyawan,"registrasi perlu verifikasi no hp lewat sms, notif sms gk ada di coba seharian gk bisa aplikasi busuk emang",1
hamzah inti,mempermudah dlm proses yang berkaitan dengan jkn atau bpjs,5
hasan uddin,aplikasi bagus dan membantu,5
Riska Maulia annisa,ternyata mudah banget dan gak pake lama langsung terverivikasi. makasi ya,5
yoan eng,sangat bermanfaat,5
Susy Langi,"Mobile JKN Alhamdulilah memudahkan pendaftaran pasien,sehat wal'afiat selalu tambah berkah buat semua nya",5
Azfaisha riyadh Umaimah,bagus,5
Ramadan Adan,aplikasi yang sangat membantu,5
Jamia Damopolii,aksennya Sangat Mudah,5
Dominic Hudson Dominic Hudson,"kode verifikasi nya ngk di kirim-kirim, kenapa min udah di coba terus ngk masuk kode verifikasi nya mau daftar",2
Wahyu Eka Samudra,memudahkan sekali pindah faskesnya,5
Athar Zaif Zairozie,habis update malah gga bisa login,4
Satiyem Satiyem,aplikasi Ter aneh sepanjang masa... semoga next daftar ganti aplikasi yang sekaligus busa QR buat daftar yak. perbaikilah sistem aplikasinya. jangan mempersulit orng lain wahai hamba yang baik 😊,5
Miing muhahad miing Miing,ok,5
STEVEN GERRAD SIMAMORA,aplikasi ribet mau masuk asik ke reset tolol,1
Bayu Pramesty,"nih apk gajelas bgt, pas pengambilan wajah lama banget dan juga nunggu kode otp dri sms ga muncul² pada sinyal aman ga ngelag, terus fungsi kode otp dri email buat apa kalo ujung² nya harus make kode otp dri sms sedangkan kode nya aja ga muncul²",2
bagus darmawan,kenapa aplikasi kok tidak bisa diakses mulai kemarin malem ?,1
Muhamad Farkhan,bagus,5
Luffy Afzar,trimakasih atas adanya aplikasi ini semuanya mudah,5
Dede Rahmat,cukup baik,5
Natalia,mantap,5
Phantom 69,"Hp gak diroot tapi dibilang ""Aplikasi Tidak berjalan di HP Root"" ini HP bawaan Pabrik, aneh2 aja",1
ERMA HADI Clleo,sanggat membantu,5
Ulil Amri,mantap,5
Al mira Raissa,"jkn mobile semakin memudahkan, cukup dihp kita sdh bisa merubah data pribadi kita.",5
Iman Subagiyo,"sangat bagus aplikasinya,,, terimakasih mobile JKN",5
Owy pLan,aplikasi ini sangat membantu dan mempermudah,5
Adhie Foto,Terima Kasih aplikasi ini sangat membantu.,5
Arya Arteta,VERIFIKASI AKUN KOK SUSAH SEKALI!!,5
Raffi Riau Navallah,haduh,1
Joran Lawas,aplikasinya ribet kali,1
Selfia Safitri,setelah di update kok malah gk bisa dibuka sih apk nya. Tampilannya putih doang🥲,1
Nelly Suryani,Sangat membantu dan mudah digunakan,5
Darmo Kadipaten,aplikasi banyak bug ampas,1
FAIQ GAMING,"aplikasi nya susah banget buat orang tua yang sudah lanjut, seharunya di buatt bikiin gampang, mau login aja susah minta kode nya mau ubah pasword nya juga susah minta ampun sampe sampe nunggu berapa menit baru bisa lagi hadeuh",1
Den Akbar,Aduh Mobile jkn ini. bagaimana keluarga saya tidak pernah daftar ke faskes fuskesmas. kenapa faskes di BPJS berbeda dengan aplikasi. aplikasi ini mau matiin pasien perlahan kali,1
Hendi Hidayat,cakep,5
Suheli GAMA,ok bagus,5
Om Zhin,susah daftar nya d tolak Mulu,1
Rufina Samder,"aplikasih sampah, banyak error, adminnya masih amatir",1
Farid Ramadan,"aplikasi macam apa ini,orang mau berobat aja dipersulit,sistem lu noh benerin dlu,Nerima kode aja ga ada ada",1
ridwan tamiya,"bagus, semoga lancar terus",5
Ahmad bolang,"repot bangetttt, keluar sendiri akunnya pas di log in akun belum terdaftar. kan anyingggg",3
Reni Enjeli,tidak membantu,1
trimo ae,bener bener meresahkan masak orang lupa pasword kok sesulit ini.otp ngak masuk² dan ada limitnya masuk aplikasi 3x salah suruh nunggu.kapan sih BUMN negara ini serius kerjanya,1
naafloww,apk nya nyusahin,1
nnisanissaia,gj bngtt anjrr root root setiap bukaaa. ANEHHH!,1
Berlian Mulya,"aplikasi bobrok, kode otp ga masuk masuk, sekalinya masuk udh masukkin kode aplikasi malah ngelag menghitam. trs udh masuk bayar tagihan, tp sistem gak langsung memeprbarui, tetep blm aktif bpjsnya, kocak",1
Seri Rahma,cepat dan mudah,5
candra winoto,verifikasi lewat wa GK nongol - ngonol otp nya payah,5
Paridah Paridah,sangat membantu,5
Asih Wawan,sangat mempersulit karnaadanya frifikasi code no tlpon yang g masuk masuk,4
Muhammad Tandi Al Sibli,"pelayanan kimia farma margonda,the best",5
Ramaini Putri,aplikasi mantap,5
Sumardam Mardam,bagus,5
Ahmad Febriansyah,ok,5
centralinggo 1983,oke cepat.... mantap,5
Yuni Astuti96,masak harus login berkali2 bikin rumit aja. kalau untuk orang tua tidak relevan,1
rk prtm,nyusahin orng doang hama,1
Dicky Purnama,kelamaan Loading!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!👎,1
Kevin sebayang,masa tidak bisa mengambil nomor antrian untuk ke faskes pertama,1
Tanisa Meika,ini maksudnya apa.... udah jelas2 no HP aktif kenapa gak bisa registrasi? katanya nomer sudah dipakai peserta lain padahal itu nomer satu2nya saya... aplikasi macam apa ini,1
aster febiola,"ini apk kenapa sihh, kok gak bisa ngirim sms verifikasi. Udah coba ganti nomor hp nya tetep aja gak bisa, katanya harus ada minimal pulsa 5k, udah saya isi pulsa 10k juga tetep gak ada tuh nomor verifikasinya, jujur kesel banget!.",1
Mardoni Sahur La Ode,aplikasi tersulit di mendaftar di dunia,1
Zulheri Zulheri,keren banget,5
Muhamd Umar,aplikasi samapah tidak brpungsi,3
Ibnu Khair,playanan nya sangat bagus,5
nia lity,"kenapa verivikasi sms ko ga mask2 si dikiranya daftar mobile jkn mau mempermudah tau2nya ribet stgh mampus,tggu verivikasi aja berjam2,kaya kita g ada kerjaan aj",1
Muhammad tria Sena sabila,Mohon untuk pihak developer memperbaiki terkait kode OTP no handphone,1
Leokus03,sangat membantu saya,5
Dina Fetirana,"capek bolak balik verifikasi tapi gk masuk-masuk kode otp nya. kl aplikasinya gk bisa dipakai, mending di take down aja",1
Mata Camera,buruk,1
lobakabu,aplikasi ga jelas gaga terhubung ke server RS terusss payahh,1
Yanti Fatma Sari,app kebanyakan upgrade,3
Belva Candy,"aplikasi macam apa ini, mempersulit sekali mau daftar aja ga bisa2, otp ga masuk, verifikasi wajah ga bisa2,",1
Ilhammaulana aja,aplikasi layanan banyak bug apa coba mau daftar. di suruh scan wajah ga berhasil² padahal udah mengikuti arahan dari aplikasinga,1
Rizky Kusuma,"Verifikasi nomor kenapa gak bisa padahal nomor udah benar tinggal nunggu sms.. ""PILIH SALAH SATU METODE VERIFIKASI DIBAWAH INI."" Gak ada pilihan kosong. sebenarnya kalian bisa buat aplikasi tidak.",1
DINDA ARYANI PRATIWI,sangat menpermudah,5
Hamsa Uluji,BPJS terbaik,5
Sudrian bono,aplikasi yg sangat berguna,5
Sakiman Aja,"tolong perbaiki mobile jkn ini, kenapa 3 kali login pakek KK berbeda untuk KK ke 4 udah gk bisa login lagi. tolong perbaiki biar bebas login kebanyak KK terimakasih",3
Lia Fitri Yani,semoga pelayanan nanti di area sesuai dengan semestinya,5
Baim Azeem Baim,baik,5
Syahril s Sinaga,app mantap betul pokoknya mantap .sampek mau daftar aja bisa kejang kejang nunggu kode OTP.,5
Alif fazley,tolong min udah ulang ulang verifikasi wajah tidak bisa,1
Juliaman Gea,mantap,5
Saidil Ardiansyah,memudahkan,4
payex donk,apk nya ngga bisa d buka.,1
Serlinauli Tamba,bagus,5
Hendra Simbolon,"makin mantab aplikasinya, semoga makin lancar lgi",5
Muhammad Fadil,ok mantap,5
Riyanti,"kadang bikin Gedeg hati, eror terusss,,",5
Aida Peramasari,ini kenapa baru di update apk nya jadi error begini udah ambil antrean ko no antreannya gak muncul muncul ketika mau ambil antreann lagi katanya udah ambil antrean tapi fitur no antreannya gak muncul gimna ini tolong lah perbaiki jangan yg bagus jadi jelek,1
29. Wisnu Yoga Pratama,aplikasi sekelas jkn ngirim verifikasi nomor telepon aja ga di kirim kirim padahal nomornya sudah benar????,1
Andre Wahyudi,makan tuh bintang 5 APLIKASI SAMPAH,5
Hendrik Setiawan,"aplikasi buruk di bikin ,mempersulit doank",1
Setia Wijaya,baik,5
muhammad heru,sangat membantu,5
Hendy Setyo,update gk ptg,1
Frengki Sibuea,Cepat dan mudah,5
Lycoris Radiata,bagaimana cara ganti password? masa di klik lupa password udh masukin NIK dan captcha permintaan tidak dapat di proses terus. Ga jelas nih. Tlg dong bantuannya susah kalau gini,1
rodixs,ok,5
Husni Mawi,"no. OTP lewat SMS g masuk, gmn mau daftar",1
Safitri Yani,bagus,5
den mas empp,semoga dibenahi sms otp sudah dicoba berapa kali tetap tidak mau masuk...,1
Miko andrian saputra,produk gagal siapa yang buat yusahin,1
Martunis,"aplikasi taik,gx ada yg jelas punya pemerintah indo.",5
Hp bambang Lubis,nice,5
Fernaldy Widita Fauzan,APLIKASI ANEH LAMA NUNGGU VERIF SMS,1
Zae nuri,Pelayanan kesehatan ny jg super buruk.... tolol aplikasi ni...mau pindah faskes aj verifikasi wajah smpe sejam melotot ke kamera gk berhasil..Ampe tangan pegel pegangin hp .tolol,1
NickJack OFFICIAL,makasi bpjs,5
Ahmad Fauzan,"g bisa login muncul keterangan ""permintaan anda belum dapat diproses"", g tau kenapa padahal nik sama password udah bener",1
